PremiseId,Occupier ID,Name,BusinessType,SubCategory,Category,Guardian-sector,Classification,PostCode,Town,Latitude,Longitude,CreatedDate,ClosedDate,Selected Town,Pre-lockdown,Lockdown,Post Lockdown,FrLastVerifiedDate,OrLastVerifiedDate
50567600,10567600,Barclays Bank PLC,Multiple,Banks & Other Financial Institutions,"Banks, Financial Services & Building Societies",Other,Service,TR26 1RT,St. Ives,50.21213,-5.48127,2007-04-28,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50631768,10631768,Tesco,Multiple,Supermarkets,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 2PN,St. Ives,50.19834,-5.47336,2007-05-24,,St. Ives,Open,Open,Open,18/4/2011,17/7/2019
50606522,10606522,Boots The Chemist,Multiple,Chemists / Toiletries,"Chemists, Toiletries & Health",Other,Comparison,TR26 1RS,St. Ives,50.21228,-5.48059,2007-05-15,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50872765,10872765,Cornish Bakehouse,Multiple,Bakers Shops,Bakers,Other,Convenience,TR26 1LF,St. Ives,50.21338,-5.48,2008-02-22,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50872767,10872767,Cornish Bakehouse,Multiple,Bakers Shops,Bakers,Other,Convenience,TR26 1HE,St. Ives,50.21423,-5.48028,2008-02-22,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50686270,10686270,Warrens Bakery,Multiple,Bakers Shops,Bakers,Other,Convenience,TR26 1SD,St. Ives,50.2118,-5.48116,2007-11-27,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50687309,10687309,Travis Perkins,Multiple,Builders' Merchants,"DIY, Hardware, Builder's Merchants & Household Goods",Other,Comparison,TR26 2JH,St. Ives,50.20372,-5.49326,2007-11-29,2020-07-14,St. Ives,Open,,Open,14/7/2020,14/7/2020
50688012,10688012,Fat Face,Multiple,Leisure Wear,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1AB,St. Ives,50.21299,-5.48024,2007-12-05,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918389,10918389,The Castle Inn,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 1AB,St. Ives,50.21325,-5.4805,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918400,10918400,The Painted Bird,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Comparison,TR26 1AB,St. Ives,50.21173,-5.47957,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918404,10918404,St. Ives Bookseller,Independent,Booksellers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1AB,St. Ives,50.21281,-5.48048,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918413,10918413,Wind An Sea,Independent,Sports Goods Shops,"Sports, Toys, Cycle Shops & Hobbies",Other,Comparison,TR26 1AB,St. Ives,50.2135,-5.48028,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918416,10918416,Beachcombers Hair & Beauty,Independent,Hair & Beauty Salons,"Hairdressing, Health & Beauty",Health & beauty,Service,TR26 1AE,St. Ives,50.21282,-5.48065,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918420,10918420,Emjems,Independent,Jewellers,"Jewellers, Clocks & Watches",Other,Comparison,TR26 1AH,St. Ives,50.212,-5.47961,2008-04-09,,St. Ives,Open,,Open,14/7/2020,15/7/2020
50918421,10918421,Half Moon Gallery,Independent,Art Galleries & Fine Art Dealers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1AH,St. Ives,50.21179,-5.47934,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918426,10918426,St. Ives Framing,Independent,Picture & Photo Framers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1AH,St. Ives,50.21192,-5.47959,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918433,10918433,Belgrave Gallery,Independent,Art Galleries & Fine Art Dealers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1HE,St. Ives,50.21361,-5.48052,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918435,10918435,The Cornish Candy Shoppe,Independent,Confectioners,"Confectionery, Tobacco, Newsagents",Other,Convenience,TR26 1HE,St. Ives,50.21439,-5.48044,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918443,10918443,Myrings Of St. Ives,Independent,Confectioners,"Confectionery, Tobacco, Newsagents",Other,Convenience,TR26 1HE,St. Ives,50.21437,-5.4802,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918445,10918445,New Craftsman,Independent,Art Galleries & Fine Art Dealers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1HE,St. Ives,50.21367,-5.48052,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918452,10918452,Seafood Cafe,Independent,Restaurant - Seafood,Restaurants,"Restaurants, cafes & fast food",Leisure,TR26 1HE,St. Ives,50.21411,-5.48033,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918454,10918454,St. Ives Camera Co,Independent,Photographic - Retail,Electrical Goods & Home Entertainment,Other,Comparison,TR26 1HE,St. Ives,50.21418,-5.48031,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918457,10918457,Stuart's,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Comparison,TR26 1HE,St. Ives,50.21393,-5.48057,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918461,10918461,The Potters Shop,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Comparison,TR26 1HE,St. Ives,50.21387,-5.48055,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918463,10918463,Trelyon Gallery,Independent,Jewellers,"Jewellers, Clocks & Watches",Other,Comparison,TR26 1HE,St. Ives,50.21411,-5.48061,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918472,10918472,Johns Off Licence & Confectionery,Independent,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 1HW,St. Ives,50.21479,-5.4798,2008-04-09,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50918474,10918474,S H Ferrell & Son,Independent,Bakers Shops,Bakers,Other,Convenience,TR26 1HW,St. Ives,50.21479,-5.48011,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918475,10918475,St. Ives Leathercraft,Independent,Leather Goods,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1HW,St. Ives,50.21477,-5.48017,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918480,10918480,Tom Gower Studios,Independent,Art Galleries & Fine Art Dealers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1LE,St. Ives,50.21283,-5.48018,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918483,10918483,Fat Willys Surf Shack,Independent,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1LF,St. Ives,50.21349,-5.48,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918484,10918484,Harbour Amusements,Independent,Amusement Parks & Arcades,Entertainment,Other,Leisure,TR26 1LF,St. Ives,50.21349,-5.48,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918485,10918485,Alba,Independent,Restaurant - English,Restaurants,"Restaurants, cafes & fast food",Leisure,TR26 1LF,St. Ives,50.21335,-5.47999,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918487,10918487,Jus' Desserts,Independent,Ice Cream Parlours,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 1LF,St. Ives,50.21349,-5.48,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918488,10918488,The Lifeboat Inn,Multiple,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 1LF,St. Ives,50.21349,-5.48,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918490,10918490,The Union Inn,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 1HW,St. Ives,50.21349,-5.48,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918495,10918495,Azure,Independent,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1LG,St. Ives,50.21434,-5.48003,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918496,10918496,Beach Restaurant,Independent,Restaurant - Seafood,Restaurants,"Restaurants, cafes & fast food",Leisure,TR26 1LG,St. Ives,50.21434,-5.48003,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918498,10918498,Clotworthy's,Independent,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1LG,St. Ives,50.21434,-5.48003,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918505,10918505,Lower Deck,Independent,Clothes - Women,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1LG,St. Ives,50.21434,-5.48003,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918509,10918509,Post Office,Multiple,Post Office Services,Employment & Post Offices,Other,Service,TR26 1LH,St. Ives,50.214866,-5.479678,2008-04-09,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50918510,10918510,The Shell Shop,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Comparison,TR26 1LH,St. Ives,50.21429,-5.47867,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918512,10918512,The Anchorage Guest House,Independent,Guesthouses,Accommodation,Other,Leisure,TR26 1LJ,St. Ives,50.21502,-5.48008,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918513,10918513,The Grey Mullet Guest House,Independent,Guesthouses,Accommodation,Other,Leisure,TR26 1LJ,St. Ives,50.21488,-5.48017,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918518,10918518,Kelly's,Independent,Ice Cream Parlours,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 1LP,St. Ives,50.21518,-5.47886,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918521,10918521,The Sloop Inn,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 1LP,St. Ives,50.21518,-5.47886,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918522,10918522,St. Ives Pasty Bakery,Independent,Bakers Shops,Bakers,Other,Convenience,TR26 1LP,St. Ives,50.21523,-5.47874,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918524,10918524,The Balancing Eel,Independent,Restaurant - British,Restaurants,"Restaurants, cafes & fast food",Leisure,TR26 1LR,St. Ives,50.21503,-5.47939,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918525,10918525,The Sloop Craft Market,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Comparison,TR26 1LR,St. Ives,50.2151,-5.47925,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918530,10918530,The Queens Hotel,Multiple,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 1RR,St. Ives,50.21247,-5.48057,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918533,10918533,The Golden Lion,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 1RR,St. Ives,50.21228,-5.48059,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918537,10918537,Oates Travel,Independent,Tour Operators,Travel Agents & Tour Operators,Other,Service,TR26 1RR,St. Ives,50.21205,-5.48104,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918538,10918538,Pengenna Pasties,Independent,Bakers Shops,Bakers,Other,Convenience,TR26 1RS,St. Ives,50.21216,-5.4808,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918539,10918539,St. Ives Times & Echo Printing Works,Independent,Printers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 1RS,St. Ives,50.21228,-5.48059,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918540,10918540,Viva,Independent,Fashion Shops,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1RR,St. Ives,50.21228,-5.48059,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918557,10918557,Harvey Bros. Traditional Butchers,Independent,Butchers,Butchers & Fishmongers,Other,Convenience,TR26 1SB,St. Ives,50.2117,-5.48113,2008-04-09,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50918572,10918572,Yeung's Chinese Takeaway,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,TR26 1SD,St. Ives,50.21169,-5.48087,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918573,10918573,Bradleys,Multiple,Estate Agents,Estate Agents & Auctioneers,Other,Service,TR26 1SE,St. Ives,50.21118,-5.48075,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918576,10918576,Lulu's,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,TR26 1SE,St. Ives,50.21118,-5.48075,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918579,10918579,Oakleigh Financial Planning,Independent,Financial Advisors,"Banks, Financial Services & Building Societies",Other,Service,TR26 1SE,St. Ives,50.21091,-5.48054,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918581,10918581,Post Office,Multiple,Post Office Services,Employment & Post Offices,Other,Service,TR26 1SE,St. Ives,50.21113,-5.48073,2008-04-09,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50918588,10918588,Cross Estates,Independent,Estate Agents,Estate Agents & Auctioneers,Other,Service,TR26 1SF,St. Ives,50.21084,-5.48041,2008-04-09,,St. Ives,Open,,,14/7/2020,14/7/2020
50918591,10918591,Pearly Whites Dental Surgery,Independent,Dentists,"Hairdressing, Health & Beauty",Health & beauty,Service,TR26 1SF,St. Ives,50.21104,-5.48066,2008-04-09,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50918594,10918594,Paul Sherris Funeral Directors,Independent,Funeral Directors and Monumental Masons,Miscellaneous,Other,Service,TR26 1SH,St. Ives,50.21171,-5.48231,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918597,10918597,Wheal Sara Flowers,Independent,Florists,Florists & Garden,Other,Comparison,TR26 1SP,St. Ives,50.21182,-5.48268,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918604,10918604,The Regent Hotel,Independent,Hotels - Others,Accommodation,Other,Leisure,TR26 2BH,St. Ives,50.21105,-5.47926,2008-04-09,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
50918608,10918608,Dragons Hoard,Independent,Collectors Items,"Sports, Toys, Cycle Shops & Hobbies",Other,Comparison,TR26 2DS,St. Ives,50.21164,-5.47989,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918613,10918613,Tourist Information Centre,Multiple,Tourist Information,Entertainment,Other,Leisure,TR26 2DS,St. Ives,50.21156,-5.48042,2008-04-09,,St. Ives,Open,,,14/7/2020,14/7/2020
50918616,10918616,Waterside Gallery,Independent,Art Galleries & Fine Art Dealers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 2DS,St. Ives,50.21168,-5.47963,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918619,10918619,Cornish Riviera Holidays,Independent,Travel Agents,Travel Agents & Tour Operators,Other,Service,TR26 2DY,St. Ives,50.211478,-5.478955,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918621,10918621,Albatross,Independent,Fish & Chip Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,TR26 2LR,St. Ives,50.21149,-5.48155,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918624,10918624,Hong Kong Kitchen,Independent,Fast Food Takeaway,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,TR26 2LR,St. Ives,50.21136,-5.48191,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918628,10918628,R & J Supplies,Independent,Gift Shops,"Gifts, China & Leather Goods",Other,Comparison,TR26 2LR,St. Ives,50.21149,-5.48155,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918632,10918632,Shoreline Tattoo,Independent,Tattooing & Piercing,"Hairdressing, Health & Beauty",Health & beauty,Service,TR26 2LR,St. Ives,50.21158,-5.48174,2008-04-09,,St. Ives,Open,,,14/7/2020,14/7/2020
50918635,10918635,The Three Ferrets,Independent,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 2LR,St. Ives,50.21149,-5.48155,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918637,10918637,Colenso,Independent,Painting & Decorating Supplies,"DIY, Hardware, Builder's Merchants & Household Goods",Other,Comparison,TR26 2LU,St. Ives,50.21118,-5.48158,2008-04-09,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50918641,10918641,Rajpoot Indian Restaurant,Independent,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food",Leisure,TR26 2LU,St. Ives,50.2112,-5.48145,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918642,10918642,The Mex,Independent,Restaurant - Mexican/Tex Mex,Restaurants,"Restaurants, cafes & fast food",Leisure,TR26 2LU,St. Ives,50.21126,-5.48113,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918643,10918643,The Western Hotel,Multiple,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,TR26 2LU,St. Ives,50.21118,-5.48158,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918644,10918644,St. Ives Library,Independent,Libraries,Miscellaneous,Other,Service,TR26 2LU,St. Ives,50.21141,-5.48119,2008-04-09,,St. Ives,Open,,,14/7/2020,14/7/2020
50918646,10918646,Gaolyard Studios,Independent,Art Galleries & Fine Art Dealers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,TR26 2LZ,St. Ives,50.21099,-5.48125,2008-04-09,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50918650,10918650,Royal Cinema,Multiple,Cinemas,Entertainment,Other,Leisure,TR26 2ND,St. Ives,50.21108,-5.48191,2008-04-09,,St. Ives,Open,,,14/7/2020,14/7/2020
50964189,10964189,The Co-operative Food,Multiple,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 1DB,St. Ives,50.20878,-5.49027,2008-05-21,,St. Ives,Open,Open,Open,14/7/2020,15/7/2020
50964190,10964190,The Co-operative Food,Multiple,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 1SD,St. Ives,50.21121,-5.47988,2008-05-21,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50964191,10964191,The Co-operative Food,Multiple,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 2ND,St. Ives,50.211299,-5.481928,2008-05-21,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50873581,10873581,McColl's,Multiple,Convenience Stores,"Groceries, Supermarkets & Food Shops","Groceries, supermarkets & food shops",Convenience,TR26 1SD,St. Ives,50.2117,-5.48113,2008-02-26,,St. Ives,Open,Open,Open,14/7/2020,14/7/2020
50932895,10932895,The Edinburgh Woollen Mill,Multiple,Knitwear & Textiles,Fashion & General Clothing,Fashion & clothing,Comparison,TR26 1RR,St. Ives,50.21219,-5.48115,2008-04-16,2020-07-14,St. Ives,Open,,,14/7/2020,14/7/2020
52041507,12041507,The Cornish Deli,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,TR26 2LR,St. Ives,50.2118,-5.48158,2008-12-08,,St. Ives,Open,,Open,14/7/2020,14/7/2020
50084122,12657057,The Lost Dene,Multiple,Public Houses & Inns,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3EE,Manchester,53.4805,-2.24837,10/10/2011,,Spinningfield,Open,,Open,10/7/2020,14/7/2020
52539466,12539416,WHSmith,Multiple,Booksellers,"Books, Arts & Crafts, Stationery, Printers",Other,Comparison,M3 3HF,Manchester,53.47988,-2.250781,27/2/2011,,Spinningfield,Open,,,9/7/2020,14/7/2020
52178046,12178046,Nando's,Multiple,Restaurant - Portuguese,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.479564,-2.250075,18/11/2009,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
50082319,10082319,John Rylands University Library Of Manchester,Independent,Libraries,Miscellaneous,Other,Service,M3 3EH,Manchester,53.48027,-2.24856,26/7/2002,,Spinningfield,Open,,,10/7/2020,14/7/2020
50698058,10698058,Carluccio's,Multiple,Restaurant - Italian,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3EB,Manchester,53.48011,-2.25022,7/1/2008,,Spinningfield,Open,,,9/7/2020,14/7/2020
52939750,13533005,Bannatyne Health Clubs,Multiple,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3JU,Manchester,53.47881,-2.25049,10/12/2018,,Spinningfield,Open,,,11/7/2020,14/7/2020
50959841,10959841,National Car Parks,Multiple,Car Parking & Garaging,Transport,Other,Miscellaneous,M3 3BE,Manchester,53.47955,-2.25452,21/5/2008,,Spinningfield,Open,,,3/7/2020,26/2/2020
52003282,12003282,Pad Residential,Independent,Letting Agents,Estate Agents & Auctioneers,Other,Service,M3 2RJ,Manchester,53.48081,-2.24863,12/10/2008,14/7/2020,Spinningfield,Open,,,9/7/2020,14/7/2020
52517962,12517962,Greggs,Multiple,Bakers Shops,Bakers,Other,Convenience,M3 3AQ,Manchester,53.480125,-2.253886,27/1/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52539445,12539445,Phillip Stoner The Jeweller,Independent,Jewellers,"Jewellers, Clocks & Watches",Other,Comparison,M3 3PL,Manchester,53.479564,-2.250075,1/3/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52623420,12691770,David Wayman,Independent,Florists,Florists & Garden,Other,Comparison,M3 3HF,Manchester,53.479564,-2.250075,8/2/2012,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
50082122,10082122,Flower Style,Independent,Florists,Florists & Garden,Other,Comparison,M3 3JU,Manchester,53.478829,-2.250489,26/7/2002,,Spinningfield,Open,,Open,11/7/2020,14/7/2020
50083290,10083290,People's History Museum,Independent,Museums & Art Galleries,Entertainment,Other,Leisure,M3 3ER,Manchester,53.48149,-2.25275,2/8/2002,,Spinningfield,Open,,,9/7/2020,14/7/2020
50084266,10084266,Granada Dry Cleaners,Independent,Dry Cleaners,"Launderettes, Dry Cleaners & Other",Other,Service,M3 2RH,Manchester,53.48114,-2.24938,21/8/2002,,Spinningfield,Open,Open,Open,9/7/2020,14/7/2020
52532705,13392287,Randall & Aubin,Independent,Restaurant - British,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 2RJ,Manchester,53.4809,-2.24922,2/11/2017,,Spinningfield,Open,,,9/7/2020,14/7/2020
52375478,12375478,Cafe Istanbul,Independent,Restaurant - Turkish,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 2RH,Manchester,53.481159,-2.249086,6/7/2010,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52963549,13621821,Department Of Coffee And Social Affairs,Multiple,Coffee Shops,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.4795,-2.2496,7/8/2019,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52973609,13652750,20 Stories,Multiple,Restaurant - European,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3EB,Manchester,53.47977,-2.2495,18/10/2019,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
50529163,13680759,Wolf Italian Street Food,Multiple,Restaurant - Italian,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AP,Manchester,53.47977,-2.2495,13/12/2019,,Spinningfield,Open,,,9/7/2020,14/7/2020
52984887,13692163,The Tavern,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3EB,Manchester,53.47908,-2.25219,20/1/2020,14/7/2020,Spinningfield,Open,,,9/7/2020,14/7/2020
52539442,12539442,Mulberry,Multiple,Fashion Accessories,Fashion & General Clothing,Fashion & clothing,Comparison,M3 3FL,Manchester,53.480207,-2.251474,1/3/2011,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52342924,12658738,Hey Little Cupcake,Independent,Bakers Shops,Bakers,Other,Convenience,M3 3HF,Manchester,53.479476,-2.251187,14/10/2011,,Spinningfield,Open,,,9/7/2020,14/7/2020
50083290,12831120,The Left Bank Cafe Bar,Independent,Cafe & Tearoom,Cafes & Fast Food,"Restaurants, cafes & fast food",Leisure,M3 3ER,Manchester,53.48149,-2.25275,12/4/2013,,Spinningfield,Open,,,9/7/2020,14/7/2020
52648491,12831258,Mr.,Independent,Barbers,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3AQ,Manchester,53.480117,-2.253904,12/4/2013,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52003278,13076513,The Dockyard,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3AD,Manchester,53.481213,-2.253742,13/5/2015,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52858570,13265174,The Refinery,Multiple,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AQ,Manchester,53.48075,-2.25359,19/12/2016,,Spinningfield,Open,,,9/7/2020,14/7/2020
52342370,13532075,Vanitas,Independent,Night Clubs,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3BT,Manchester,53.4812,-2.25012,7/12/2018,,Spinningfield,Open,,,9/7/2020,14/7/2020
52532501,13532083,Sunset,Independent,Restaurant & Bar,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3AP,Manchester,53.48023,-2.25067,7/12/2018,,Spinningfield,Open,,,9/7/2020,14/7/2020
52623413,13532090,The Oast House,Independent,Bars,"Bars, Pubs & Clubs","Bars, pubs & clubs",Leisure,M3 3AY,Manchester,53.48034,-2.25142,7/12/2018,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52342370,13532668,Dishoom,Multiple,Restaurant - Indian,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3BT,Manchester,53.4812,-2.25012,10/12/2018,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
52939750,13547206,Speedflex,Multiple,Health Clubs,"Hairdressing, Health & Beauty",Health & beauty,Service,M3 3JU,Manchester,53.47881,-2.25049,29/1/2019,10/3/2020,Spinningfield,Open,,Open,11/1/2020,22/2/2019
52690590,13020973,Thaikhun,Multiple,Restaurant - Thai,Restaurants,"Restaurants, cafes & fast food",Leisure,M3 3HF,Manchester,53.47956,-2.25007,11/11/2014,,Spinningfield,Open,,Open,9/7/2020,14/7/2020
